item,mean_strength,rank,table,analysis,max_r_hat,min_ess_bulk
s_vocab_17_2021,0.9069547459579205,12.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_18_2021,1.3824011429192404,6.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_19_2021,-0.4585022688643311,20.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_1_2021,0.4710987805678656,15.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_20_2021,-0.47709498657269656,21.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_21_2021,-0.4399326769924261,19.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_22_2021,0.7431041296287225,13.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_23_2021,-2.0772956348768656,35.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_24_2021,-0.18251054985410664,17.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_25_2021,0.5694998306688198,14.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_26_2021,-1.1753909776090077,32.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_27_2021,1.463572902886438,5.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_28_2021,-2.148730808366428,36.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_29_2021,-0.8803955928911463,27.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_2_2021,1.0477237819832803,10.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_30_2021,0.9718032508500326,11.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_31_2021,-1.1425303148195205,30.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_32_2021,1.3714720725500302,7.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_33_2021,-0.36175354392294495,18.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_34_2021,-0.8382488552439287,26.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_35_2021,-0.7036141229978847,24.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_3_2021,-1.835484893709034,33.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_4_2021,2.7375364418774786,1.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_5_2021,1.1803898485227229,8.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_6_2021,-0.0675269954572898,16.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_7_2021,-0.6110408760833942,23.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_8_2021,2.5841376128878104,2.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_9_2021,1.6611320906405835,3.0,gilbert_meta_7,without_gemini-3.7-flash,1.0,5753.0
s_vocab_0_2021,2.0804963617723966,3.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_10_2021,1.5546982736213648,7.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_11_2021,-1.1600122253569782,30.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_12_2021,-1.5330059233313773,31.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_13_2021,-0.8186621451790504,27.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_14_2021,-2.039824627541535,33.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_15_2021,-0.43944563546419085,21.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_16_2021,-0.7591315644914722,25.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_17_2021,0.6393581197841262,13.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_18_2021,1.7851045000945327,4.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_19_2021,-0.08348666274433161,17.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_1_2021,0.13115489701123864,15.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_20_2021,-0.6926070608281676,24.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_21_2021,-0.2098763108917942,18.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_22_2021,0.11766463733626566,16.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_23_2021,-2.570724772246835,36.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_24_2021,0.14967713754659587,14.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_25_2021,0.7696412487457613,12.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_26_2021,-1.6309638092409795,32.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_27_2021,1.6224772393504907,6.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_28_2021,-2.276167665358094,34.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_29_2021,-1.0862644805441812,28.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_2_2021,1.4647767618002967,9.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_30_2021,1.1258326186969976,11.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_31_2021,-1.1001702144169938,29.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_32_2021,1.52292305625816,8.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_33_2021,-0.2129242457914476,19.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_34_2021,-0.4232095097670329,20.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_35_2021,-0.6704512268057972,22.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_3_2021,-2.297286165886069,35.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_4_2021,2.3936797141106685,2.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_5_2021,1.7011806147323176,5.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_6_2021,-0.6760371305820264,23.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_7_2021,-0.7833505297211282,26.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_8_2021,3.035904709666136,1.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_9_2021,1.3690320156621563,10.0,gilbert_meta_7,without_gpt-5.4,1.0,5445.0
s_vocab_0_2021,2.557658491945333,3.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_10_2021,1.7911107665404098,9.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_11_2021,-1.230063274632795,28.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_12_2021,-1.8365845180023523,31.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_13_2021,-1.1202225777416992,27.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_14_2021,-2.508814274781352,33.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_15_2021,-0.5133419149810637,20.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_16_2021,-1.0151970592608324,26.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_17_2021,0.8957895498620837,13.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_18_2021,2.109389054520739,4.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_19_2021,-0.25465033000255516,17.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_1_2021,0.23955007520855,15.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_20_2021,-0.9565181062688138,25.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_21_2021,-0.42944393929027647,19.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_22_2021,0.32567831324861257,14.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_23_2021,-3.169406512958424,36.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_24_2021,0.18128357997419342,16.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_25_2021,1.1216934487663797,12.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_26_2021,-2.0050488737681054,32.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_27_2021,2.1048877851965573,5.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_28_2021,-2.8771783641941453,35.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_29_2021,-1.2626616552288876,29.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_2_2021,1.8627496947892435,7.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_30_2021,1.4384990050471456,11.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_31_2021,-1.4436330978282061,30.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_32_2021,1.945272818342999,6.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_33_2021,-0.37207513939328385,18.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_34_2021,-0.6775431526008897,22.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_35_2021,-0.7448177107335827,23.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_3_2021,-2.78840404721957,34.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_4_2021,2.9628143420812387,2.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_5_2021,1.7523621037141581,10.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_6_2021,-0.5674316028540943,21.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_7_2021,-0.8404833514215054,24.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_8_2021,3.522410464443024,1.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_9_2021,1.8023700094817694,8.0,gilbert_meta_7,without_gpt-5.4-mini,1.0,4939.0
s_vocab_0_2021,1.7214162026100597,3.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_10_2021,1.5631615601510025,6.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_11_2021,-0.7806505950302631,27.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_12_2021,-1.4483334732756206,31.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_13_2021,-0.7638347665882178,26.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_14_2021,-1.8084895190012287,32.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_15_2021,-0.2437664181423408,20.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_16_2021,-0.5834448505750149,24.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_17_2021,0.44609733180463934,13.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_18_2021,1.7199779965917417,4.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_19_2021,-0.23604408355710238,19.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_1_2021,-0.05887161165733469,16.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_20_2021,-0.8323845725188919,28.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_21_2021,-0.1780357605597958,18.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_22_2021,0.24899793707078066,15.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_23_2021,-2.300135679840152,35.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_24_2021,0.39451684415712984,14.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_25_2021,0.8850826182482492,12.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_26_2021,-1.988826817983932,34.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_27_2021,1.587288841535597,5.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_28_2021,-2.748153019168319,36.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_29_2021,-0.9569502131180045,29.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_2_2021,1.5516999166120162,7.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_30_2021,0.8911300446887783,11.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_31_2021,-1.0083510353190543,30.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_32_2021,1.304419760524331,10.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_33_2021,-0.14354961539019193,17.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_34_2021,-0.5362938555728752,23.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_35_2021,-0.7224810895856458,25.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_3_2021,-1.9566459871390207,33.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_4_2021,2.1586031796469736,2.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_5_2021,1.3954781808417782,9.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_6_2021,-0.3240314661951481,21.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_7_2021,-0.5347763638304845,22.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_8_2021,2.841429907785809,1.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_9_2021,1.44475047177977,8.0,gilbert_meta_7,without_gpt-5.6-luna,1.0,5794.0
s_vocab_0_2021,1.8295269487952908,3.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_10_2021,1.0738164292153423,10.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_11_2021,-0.8134629081586491,30.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_12_2021,-1.4996356634094499,31.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_13_2021,-0.5965137033678684,24.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_14_2021,-2.194879091349802,34.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_15_2021,-0.6162762107246816,26.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_16_2021,-0.7857783181666934,27.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_17_2021,0.6379923213027238,13.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_18_2021,1.4168100687413392,6.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_19_2021,-0.20940858090613612,18.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_1_2021,0.17829127367462447,16.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_20_2021,-0.44488202179728514,21.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_21_2021,-0.020324103438841185,17.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_22_2021,0.1854125519418688,15.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_23_2021,-2.8212103214638544,36.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_24_2021,0.38421721877747544,14.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_25_2021,0.8864223337536582,12.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_26_2021,-1.6591174241214721,32.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_27_2021,1.3629911882514731,7.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_28_2021,-2.2502882412949603,35.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_29_2021,-0.7990281772323463,29.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_2_2021,1.297577665276534,8.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_30_2021,1.046032936139683,11.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_31_2021,-0.7914600027248393,28.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_32_2021,1.6100457728072435,4.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_33_2021,-0.2507609795967321,19.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_34_2021,-0.362209710739947,20.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_35_2021,-0.49220443990244284,23.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_3_2021,-1.9523651445779415,33.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_4_2021,2.110256532685634,2.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_5_2021,1.1874326928255663,9.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_6_2021,-0.48845373653254215,22.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_7_2021,-0.6059766669243487,25.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_8_2021,3.0290675359223025,1.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_vocab_9_2021,1.4183419763200729,5.0,gilbert_meta_7,without_gpt-5.6-sol,1.0,5486.0
s_cc_10_2021,0.5903218921454931,14.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_11_2021,2.417920368130436,5.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_14_2021,-0.2090249104905821,17.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_15_2021,1.6234354919525658,10.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_16_2021,-0.3964057651981505,18.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_17_2021,0.9561975447656594,11.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_18_2021,1.7321787561479811,8.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_19_2021,0.8594436032461145,12.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_20_2021,4.068328934196912,1.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_21_2021,0.300188899333938,15.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_22_2021,2.939001044156909,3.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_23_2021,-2.8962541860046866,24.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_26_2021,-4.256585991478917,29.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_27_2021,0.5910619128138221,13.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_28_2021,-3.247701028779608,25.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_29_2021,0.031853203465473,16.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_2_2021,-1.2321009761174282,21.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_30_2021,1.7704296313980892,7.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_31_2021,-1.4237029697957166,23.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_32_2021,-1.3901128501141837,22.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_33_2021,-3.249268617769836,26.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_34_2021,1.674446534852298,9.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_3_2021,-3.3350161786079577,27.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_4_2021,1.8344445747146145,6.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_5_2021,-0.7110050983684083,19.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_6_2021,3.5636107745600794,2.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_7_2021,-3.9339140824296215,28.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_8_2021,2.5384907340873992,4.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_9_2021,-1.2102612448127008,20.0,gilbert_meta_8,provider_balanced,1.0,4406.0
s_cc_10_2021,0.709786470276193,12.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_11_2021,3.2549999914260384,4.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_14_2021,0.21993769783576378,14.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_15_2021,1.5795101043915178,9.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_16_2021,-0.34469578092325676,17.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_17_2021,1.2255979052686512,10.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_18_2021,2.027568385729933,7.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_19_2021,0.03327400640391579,15.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_20_2021,4.001968481907601,1.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_21_2021,-0.03684151331412538,16.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_22_2021,3.3743806243906236,3.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_23_2021,-2.3438489097175097,24.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_26_2021,-3.9501598268667504,29.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_27_2021,0.405424658291591,13.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_28_2021,-3.608276601380645,27.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_29_2021,-0.4413335722895327,18.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_2_2021,-1.798164222881927,21.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_30_2021,1.1202598328909104,11.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_31_2021,-1.861900758051064,22.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_32_2021,-1.961510081882027,23.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_33_2021,-3.548384837871156,26.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_34_2021,2.1314329088538697,6.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_3_2021,-3.3477116565593152,25.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_4_2021,1.986775698118491,8.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_5_2021,-0.9269379368335994,19.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_6_2021,3.9295818782270704,2.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_7_2021,-3.8395298378190037,28.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_8_2021,3.038117940229091,5.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_9_2021,-1.0293210478513501,20.0,gilbert_meta_8,without_gemini-3-flash-preview,1.0,4921.0
s_cc_10_2021,0.6412916457929037,13.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_11_2021,2.84443082351401,5.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_14_2021,0.4228988410125844,14.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_15_2021,1.2295961860558515,9.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_16_2021,-0.1795415771505892,17.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_17_2021,1.1895009635797504,10.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_18_2021,1.9952697486405835,6.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_19_2021,0.24754187293465904,15.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_20_2021,3.646386255133307,1.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_21_2021,0.02148118293322333,16.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_22_2021,3.1238711061955637,4.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_23_2021,-2.283953230892804,24.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_26_2021,-3.6188065034841617,27.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_27_2021,0.6752672524513503,12.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_28_2021,-3.7361302361164226,28.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_29_2021,-0.4364836281159357,19.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_2_2021,-1.972887576743762,23.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_30_2021,0.708106373409874,11.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_31_2021,-1.7387340278080945,22.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_32_2021,-1.2674985538661423,21.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_33_2021,-3.2471069831972645,26.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_34_2021,1.8153269681466864,7.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
